"accepted_taxa","original_taxa_Hodgson2023","Lifecycle_Hodgson2023","Canopy.diameter_log2_Hodgson2023","Canopy.height_log2_Hodgson2023","SLA.mm2.mg-1_Hodgson2023","Vegetative.propagation_Hodgson2023"
"Lonicera confusa",NA,NA,NA,NA,NA,NA
"Lophira lanceolata",NA,NA,NA,NA,NA,NA
"Lotononis rostrata",NA,NA,NA,NA,NA,NA
"Lotus arabicus",NA,NA,NA,NA,NA,NA
"Loudetia togoensis",NA,NA,NA,NA,NA,NA
"Ludwigia",NA,NA,NA,NA,NA,NA
"Ludwigia abyssinica",NA,NA,NA,NA,NA,NA
"Ludwigia adscendens diffusa",NA,NA,NA,NA,NA,NA
"Ludwigia decurrens",NA,NA,NA,NA,NA,NA
"Ludwigia erecta",NA,NA,NA,NA,NA,NA
"Ludwigia hyssopifolia",NA,NA,NA,NA,NA,NA
"Ludwigia leptocarpa",NA,NA,NA,NA,NA,NA
"Ludwigia octovalvis",NA,NA,NA,NA,NA,NA
"Ludwigia stenorraphe",NA,NA,NA,NA,NA,NA
"Luffa aegyptiaca",NA,NA,NA,NA,NA,NA
"Luziola subintegra",NA,NA,NA,NA,NA,NA
"Luzula campestris","Luzula campestris","Herb.perenn",6,3,25.95333333,"0"
"Lygodium flexuosum",NA,NA,NA,NA,NA,NA
"Lysimachia arvensis arvensis",NA,NA,NA,NA,NA,NA
"Lysimachia foemina",NA,NA,NA,NA,NA,NA
"Macropsychanthus comosus",NA,NA,NA,NA,NA,NA
"Macroptilium",NA,NA,NA,NA,NA,NA
"Macroptilium atropurpureum",NA,NA,NA,NA,NA,NA
"Macroptilium lathyroides",NA,NA,NA,NA,NA,NA
"Macroptilium longepedunculatum",NA,NA,NA,NA,NA,NA
"Macrotyloma biflorum biflorum",NA,NA,NA,NA,NA,NA
"Maesobotrya barteri",NA,NA,NA,NA,NA,NA
"Malacantha alnifolia",NA,NA,NA,NA,NA,NA
"Malachra radiata",NA,NA,NA,NA,NA,NA
"Mallotus",NA,NA,NA,NA,NA,NA
"Mallotus oppositifolius",NA,NA,NA,NA,NA,NA
"Malva","Malva parviflora","Ann",6,5,24.38333333,""
"Malva parviflora","Malva parviflora","Ann",6,5,24.38333333,""
"Malvastrum coromandelianum",NA,NA,NA,NA,NA,NA
"Mangifera indica",NA,NA,NA,NA,NA,NA
"Manihot esculenta",NA,NA,NA,NA,NA,NA
"Manotes expansa",NA,NA,NA,NA,NA,NA
"Mansonia altissima",NA,NA,NA,NA,NA,NA
"Marantochloa cuspidata",NA,NA,NA,NA,NA,NA
"Mareya micrantha",NA,NA,NA,NA,NA,NA
"Margaritaria discoidea",NA,NA,NA,NA,NA,NA
"Mariscus",NA,NA,NA,NA,NA,NA
"Marsilea",NA,NA,NA,NA,NA,NA
"Marsilea minuta",NA,NA,NA,NA,NA,NA
"Marsypianthes chamaedrys",NA,NA,NA,NA,NA,NA
"Mecardonia procumbens",NA,NA,NA,NA,NA,NA
"Medicago","Medicago polymorpha","Ann",7,4,27.80923077,""
"Medicago polymorpha","Medicago polymorpha","Ann",7,4,27.80923077,""
"Megathyrsus maximus",NA,NA,NA,NA,NA,NA
"Melaleuca quinquenervia",NA,NA,NA,NA,NA,NA
"Melasma melampyroides",NA,NA,NA,NA,NA,NA
"Melastoma",NA,NA,NA,NA,NA,NA
"Melastomastrum capitatum",NA,NA,NA,NA,NA,NA
"Melia azedarach",NA,NA,NA,NA,NA,NA
"Melicope pteleifolia",NA,NA,NA,NA,NA,NA
"Melilotus albus","Melilotus albus","Ann",7,7,26.16,""
"Melilotus indicus","Melilotus indicus","Ann",5,6,21.40666667,""
"Melinis minutiflora",NA,NA,NA,NA,NA,NA
"Melinis repens",NA,NA,NA,NA,NA,NA
"Melliniella micrantha",NA,NA,NA,NA,NA,NA
"Melochia corchorifolia",NA,NA,NA,NA,NA,NA
"Melochia pyramidata",NA,NA,NA,NA,NA,NA
"Merremia",NA,NA,NA,NA,NA,NA
"Merremia emarginata",NA,NA,NA,NA,NA,NA
"Merremia hederacea",NA,NA,NA,NA,NA,NA
"Merremia pterygocaulos",NA,NA,NA,NA,NA,NA
"Mesosphaerum pectinatum",NA,NA,NA,NA,NA,NA
"Mesosphaerum suaveolens",NA,NA,NA,NA,NA,NA
"Mezoneuron benthamianum",NA,NA,NA,NA,NA,NA
"Miconia",NA,NA,NA,NA,NA,NA
"Miconia crenata",NA,NA,NA,NA,NA,NA
"Microchloa indica",NA,NA,NA,NA,NA,NA
"Micrococca mercurialis",NA,NA,NA,NA,NA,NA
"Microdesmis keayana",NA,NA,NA,NA,NA,NA
"Mikania",NA,NA,NA,NA,NA,NA
"Mikania cordata",NA,NA,NA,NA,NA,NA
"Mikania micrantha",NA,NA,NA,NA,NA,NA
"Milicia excelsa",NA,NA,NA,NA,NA,NA
"Milicia regia",NA,NA,NA,NA,NA,NA
"Millettia thonningii",NA,NA,NA,NA,NA,NA
"Millettia zechiana",NA,NA,NA,NA,NA,NA
"Mimosa",NA,NA,NA,NA,NA,NA
"Mimosa candollei",NA,NA,NA,NA,NA,NA
"Mimosa diplotricha",NA,NA,NA,NA,NA,NA
"Mimosa pigra",NA,NA,NA,NA,NA,NA
"Mimosa pudica",NA,NA,NA,NA,NA,NA
"Mirabilis jalapa",NA,NA,NA,NA,NA,NA
"Miscanthidium violaceum",NA,NA,NA,NA,NA,NA
"Mitracarpus hirtus",NA,NA,NA,NA,NA,NA
"Mitragyna inermis",NA,NA,NA,NA,NA,NA
"Mitragyna stipulosa",NA,NA,NA,NA,NA,NA
"Mollugo",NA,NA,NA,NA,NA,NA
"Mollugo verticillata",NA,NA,NA,NA,NA,NA
"Momordica balsamina",NA,NA,NA,NA,NA,NA
"Momordica charantia",NA,NA,NA,NA,NA,NA
"Momordica cissoides",NA,NA,NA,NA,NA,NA
"Momordica foetida",NA,NA,NA,NA,NA,NA
"Mondia whitei",NA,NA,NA,NA,NA,NA
"Monechma ciliatum",NA,NA,NA,NA,NA,NA
"Monodora tenuifolia",NA,NA,NA,NA,NA,NA
"Monodora undulata",NA,NA,NA,NA,NA,NA
"Montrichardia arborescens",NA,NA,NA,NA,NA,NA
"Moorochloa eruciformis",NA,NA,NA,NA,NA,NA
"Morinda citrifolia",NA,NA,NA,NA,NA,NA
"Morinda lucida",NA,NA,NA,NA,NA,NA
"Motandra paniculata",NA,NA,NA,NA,NA,NA
"Mucuna",NA,NA,NA,NA,NA,NA
"Mucuna flagellipes",NA,NA,NA,NA,NA,NA
"Mucuna pruriens",NA,NA,NA,NA,NA,NA
"Murdannia",NA,NA,NA,NA,NA,NA
"Murdannia nudiflora",NA,NA,NA,NA,NA,NA
"Murdannia simplex",NA,NA,NA,NA,NA,NA
"Murraya koenigii",NA,NA,NA,NA,NA,NA
"Murraya paniculata",NA,NA,NA,NA,NA,NA
"Musa",NA,NA,NA,NA,NA,NA
"Musa paradisiaca",NA,NA,NA,NA,NA,NA
"Mussaenda elegans",NA,NA,NA,NA,NA,NA
"Mussaenda tristigmatica",NA,NA,NA,NA,NA,NA
"Myosotis discolor",NA,NA,NA,NA,NA,NA
"Najas pectinata",NA,NA,NA,NA,NA,NA
"Napoleonaea vogelii",NA,NA,NA,NA,NA,NA
"Nasturtium officinale","Nasturtium officinale","Herb.perenn",9,5,50.68166667,"1"
"Nauclea latifolia",NA,NA,NA,NA,NA,NA
"Nelsonia canescens",NA,NA,NA,NA,NA,NA
"Neojeffreya decurrens",NA,NA,NA,NA,NA,NA
"Neonotonia",NA,NA,NA,NA,NA,NA
"Neonotonia wightii",NA,NA,NA,NA,NA,NA
"Neoschumannia kamerunensis",NA,NA,NA,NA,NA,NA
"Nephrolepis biserrata",NA,NA,NA,NA,NA,NA
"Neptunia plena",NA,NA,NA,NA,NA,NA
"Neptunia prostrata",NA,NA,NA,NA,NA,NA
"Nesogordonia papaverifera",NA,NA,NA,NA,NA,NA
"Neustanthus phaseoloides",NA,NA,NA,NA,NA,NA
"Newbouldia laevis",NA,NA,NA,NA,NA,NA
"Nicandra physalodes",NA,NA,NA,NA,NA,NA
"Nicotiana plumbaginifolia",NA,NA,NA,NA,NA,NA
"Nidorella aegyptiaca",NA,NA,NA,NA,NA,NA
"Nymphaea alba",NA,NA,NA,NA,NA,NA
"Nymphaea lotus",NA,NA,NA,NA,NA,NA
"Nymphaea rubra",NA,NA,NA,NA,NA,NA
"Nymphaea rudgeana",NA,NA,NA,NA,NA,NA
"Nymphoides indica",NA,NA,NA,NA,NA,NA
"Ocimum americanum",NA,NA,NA,NA,NA,NA
"Ocimum basilicum",NA,NA,NA,NA,NA,NA
"Ocimum gratissimum",NA,NA,NA,NA,NA,NA
"Oenothera glazioviana",NA,NA,NA,NA,NA,NA
"Oenothera rosea",NA,NA,NA,NA,NA,NA
"Oenothera stricta",NA,NA,NA,NA,NA,NA
"Olax subscorpioidea",NA,NA,NA,NA,NA,NA
"Oldenlandia",NA,NA,NA,NA,NA,NA
"Oldenlandia affinis",NA,NA,NA,NA,NA,NA
"Oldenlandia capensis",NA,NA,NA,NA,NA,NA
"Oldenlandia corymbosa",NA,NA,NA,NA,NA,NA
"Oldenlandia herbacea",NA,NA,NA,NA,NA,NA
"Oldenlandia lancifolia",NA,NA,NA,NA,NA,NA
"Olyra latifolia",NA,NA,NA,NA,NA,NA
"Operculina turpethum",NA,NA,NA,NA,NA,NA
"Ophioglossum reticulatum",NA,NA,NA,NA,NA,NA
"Ophiopogon japonicus",NA,NA,NA,NA,NA,NA
"Oplismenus burmanni",NA,NA,NA,NA,NA,NA
"Oplismenus hirtellus",NA,NA,NA,NA,NA,NA
"Ormocarpum sennoides",NA,NA,NA,NA,NA,NA
"Oryza barthii",NA,NA,NA,NA,NA,NA
"Oryza longistaminata",NA,NA,NA,NA,NA,NA
"Oryza sativa",NA,NA,NA,NA,NA,NA
"Ouret lanata",NA,NA,NA,NA,NA,NA
"Oxalis barrelieri",NA,NA,NA,NA,NA,NA
"Oxalis corniculata","Oxalis corniculata","Herb.perenn",7,3,51.61,"1"
"Oxalis debilis",NA,NA,NA,NA,NA,NA
"Oxalis latifolia","Oxalis latifolia","Herb.perenn",5,4,47.55333333,"1"
"Oxalis tetraphylla",NA,NA,NA,NA,NA,NA
"Oxyanthus formosus",NA,NA,NA,NA,NA,NA
"Oxyanthus racemosus",NA,NA,NA,NA,NA,NA
"Oxyanthus unilocularis",NA,NA,NA,NA,NA,NA
"Oxygonum sinuatum",NA,NA,NA,NA,NA,NA
"Paederia",NA,NA,NA,NA,NA,NA
"Paederia farinosa farinosa",NA,NA,NA,NA,NA,NA
"Paederia foetida",NA,NA,NA,NA,NA,NA
"Palhinhaea cernua",NA,NA,NA,NA,NA,NA
"Palisota hirsuta",NA,NA,NA,NA,NA,NA
"Pancratium trianthum",NA,NA,NA,NA,NA,NA
"Pandiaka angustifolia",NA,NA,NA,NA,NA,NA
"Panicum",NA,NA,NA,NA,NA,NA
"Panicum brevifolium",NA,NA,NA,NA,NA,NA
"Panicum luridum",NA,NA,NA,NA,NA,NA
"Panicum pansum",NA,NA,NA,NA,NA,NA
"Panicum repens",NA,NA,NA,NA,NA,NA
"Panicum subalbidum",NA,NA,NA,NA,NA,NA
"Panicum sumatrense",NA,NA,NA,NA,NA,NA
"Panicum trichocladum",NA,NA,NA,NA,NA,NA
"Panicum voeltzkowii",NA,NA,NA,NA,NA,NA
"Paramollugo nudicaulis",NA,NA,NA,NA,NA,NA
"Parinari",NA,NA,NA,NA,NA,NA
"Parkia biglobosa",NA,NA,NA,NA,NA,NA
"Parkinsonia aculeata",NA,NA,NA,NA,NA,NA
"Parthenium hysterophorus",NA,NA,NA,NA,NA,NA
"Paspalum","Paspalum distichum","Herb.perenn",9,3,32.226,"1"
"Paspalum conjugatum",NA,NA,NA,NA,NA,NA
"Paspalum dilatatum",NA,NA,NA,NA,NA,NA
"Paspalum distichum","Paspalum distichum","Herb.perenn",9,3,32.226,"1"
"Paspalum melanospermum",NA,NA,NA,NA,NA,NA
"Paspalum millegranum",NA,NA,NA,NA,NA,NA
"Paspalum notatum",NA,NA,NA,NA,NA,NA
"Paspalum nutans",NA,NA,NA,NA,NA,NA
"Paspalum paniculatum",NA,NA,NA,NA,NA,NA
"Paspalum plicatulum",NA,NA,NA,NA,NA,NA
"Paspalum scrobiculatum",NA,NA,NA,NA,NA,NA
"Paspalum urvillei",NA,NA,NA,NA,NA,NA
"Paspalum vaginatum",NA,NA,NA,NA,NA,NA
"Paspalum virgatum",NA,NA,NA,NA,NA,NA
"Passiflora coccinea",NA,NA,NA,NA,NA,NA
"Passiflora edulis",NA,NA,NA,NA,NA,NA
"Passiflora foetida",NA,NA,NA,NA,NA,NA
"Passiflora suberosa",NA,NA,NA,NA,NA,NA
"Passovia pyrifolia",NA,NA,NA,NA,NA,NA
"Paullinia pinnata",NA,NA,NA,NA,NA,NA
"Pavonia senegalensis",NA,NA,NA,NA,NA,NA
"Pellaea doniana",NA,NA,NA,NA,NA,NA
"Pentas lanceolata",NA,NA,NA,NA,NA,NA
"Pentodon pentandrus",NA,NA,NA,NA,NA,NA
"Peperomia pellucida",NA,NA,NA,NA,NA,NA
"Pergularia daemia",NA,NA,NA,NA,NA,NA
"Perotis",NA,NA,NA,NA,NA,NA
"Perotis indica",NA,NA,NA,NA,NA,NA
"Perotis patens",NA,NA,NA,NA,NA,NA
"Persea americana",NA,NA,NA,NA,NA,NA
"Persicaria",NA,NA,NA,NA,NA,NA
"Persicaria chinensis",NA,NA,NA,NA,NA,NA
"Persicaria decipiens",NA,NA,NA,NA,NA,NA
"Persicaria ferruginea",NA,NA,NA,NA,NA,NA
"Persicaria senegalensis",NA,NA,NA,NA,NA,NA
"Phalaris arundinacea",NA,NA,NA,NA,NA,NA
"Phaseolus vulgaris",NA,NA,NA,NA,NA,NA
"Phaulopsis ciliata",NA,NA,NA,NA,NA,NA
"Phaulopsis imbricata",NA,NA,NA,NA,NA,NA
"Phaulopsis verticillaris",NA,NA,NA,NA,NA,NA
"Philenoptera cyanescens",NA,NA,NA,NA,NA,NA
"Phragmites australis","Phragmites australis","Herb.perenn",9,9,14.54333333,"1"
"Phyllanthus",NA,NA,NA,NA,NA,NA
"Phyllanthus amarus",NA,NA,NA,NA,NA,NA
"Phyllanthus debilis",NA,NA,NA,NA,NA,NA
"Phyllanthus maderaspatensis",NA,NA,NA,NA,NA,NA
"Phyllanthus muellerianus",NA,NA,NA,NA,NA,NA
"Phyllanthus niruri",NA,NA,NA,NA,NA,NA
"Phyllanthus niruroides",NA,NA,NA,NA,NA,NA
"Phyllanthus odontadenius",NA,NA,NA,NA,NA,NA
"Phyllanthus pentandrus",NA,NA,NA,NA,NA,NA
"Phyllanthus reticulatus",NA,NA,NA,NA,NA,NA
"Phyllanthus sublanatus",NA,NA,NA,NA,NA,NA
"Phyllanthus tenellus",NA,NA,NA,NA,NA,NA
"Phyllanthus urinaria",NA,NA,NA,NA,NA,NA
"Phyllocosmus africanus",NA,NA,NA,NA,NA,NA
"Physalis angulata",NA,NA,NA,NA,NA,NA
"Physalis lagascae",NA,NA,NA,NA,NA,NA
"Phytolacca americana",NA,NA,NA,NA,NA,NA
"Pigea enneasperma",NA,NA,NA,NA,NA,NA
"Pilea microphylla",NA,NA,NA,NA,NA,NA
"Piliostigma",NA,NA,NA,NA,NA,NA
"Piliostigma reticulatum",NA,NA,NA,NA,NA,NA
"Piliostigma thonningii",NA,NA,NA,NA,NA,NA
"Piper dilatatum",NA,NA,NA,NA,NA,NA
"Piper umbellatum",NA,NA,NA,NA,NA,NA
"Piriqueta cistoides",NA,NA,NA,NA,NA,NA
"Piriqueta viscosa",NA,NA,NA,NA,NA,NA
"Pistia stratiotes",NA,NA,NA,NA,NA,NA
"Pithecellobium dulce",NA,NA,NA,NA,NA,NA
"Pityrogramma calomelanos",NA,NA,NA,NA,NA,NA
"Plantago lanceolata","Plantago lanceolata","Herb.perenn",7,5,18.30038462,"0"
"Plantago major","Plantago major","Ann",7,5,23.93142857,""
"Platostoma africanum",NA,NA,NA,NA,NA,NA
"Pleioceras barteri",NA,NA,NA,NA,NA,NA
"Pleurolobus gangeticus",NA,NA,NA,NA,NA,NA
"Pleurolobus salicifolius",NA,NA,NA,NA,NA,NA
"Poa annua","Poa annua","Ann",4,4,35.303125,""
"Polhillides velutina",NA,NA,NA,NA,NA,NA
"Polycarpaea corymbosa",NA,NA,NA,NA,NA,NA
"Polycarpaea eriantha",NA,NA,NA,NA,NA,NA
"Polycarpaea eriantha effusa",NA,NA,NA,NA,NA,NA
"Polygala arenaria",NA,NA,NA,NA,NA,NA
"Polygala multiflora",NA,NA,NA,NA,NA,NA
"Polygala paniculata",NA,NA,NA,NA,NA,NA
"Polygala petitiana",NA,NA,NA,NA,NA,NA
"Polyscias",NA,NA,NA,NA,NA,NA
"Polyscias fruticosa",NA,NA,NA,NA,NA,NA
"Polytrichum formosum",NA,NA,NA,NA,NA,NA
"Pontederia azurea",NA,NA,NA,NA,NA,NA
"Pontederia crassipes",NA,NA,NA,NA,NA,NA
"Pontederia natans",NA,NA,NA,NA,NA,NA
"Porophyllum ruderale",NA,NA,NA,NA,NA,NA
"Portulaca grandiflora",NA,NA,NA,NA,NA,NA
"Portulaca oleracea","Portulaca oleracea","Ann",7,4,21.77545455,""
"Portulaca quadrifida",NA,NA,NA,NA,NA,NA
"Potamogeton octandrus",NA,NA,NA,NA,NA,NA
"Potentilla indica",NA,NA,NA,NA,NA,NA
"Pouzolzia guineensis",NA,NA,NA,NA,NA,NA
"Premna angolensis",NA,NA,NA,NA,NA,NA
"Premna quadrifolia",NA,NA,NA,NA,NA,NA
"Priva lappulacea",NA,NA,NA,NA,NA,NA
"Prosopis africana",NA,NA,NA,NA,NA,NA
"Prunella vulgaris","Prunella vulgaris","Herb.perenn",7,3,28.56714286,"0"
"Pseudoconyza viscosa",NA,NA,NA,NA,NA,NA
"Psidium cattleianum",NA,NA,NA,NA,NA,NA
"Psidium guajava",NA,NA,NA,NA,NA,NA
"Psychotria calva",NA,NA,NA,NA,NA,NA
"Psychotria schweinfurthii",NA,NA,NA,NA,NA,NA
"Pteridium aquilinum",NA,NA,NA,NA,NA,NA
"Pteris atrovirens",NA,NA,NA,NA,NA,NA
"Pteris hamulosa",NA,NA,NA,NA,NA,NA
"Pterocarpus erinaceus",NA,NA,NA,NA,NA,NA
"Pterocarpus indicus",NA,NA,NA,NA,NA,NA
"Pterolepis glomerata",NA,NA,NA,NA,NA,NA
"Pulicaria undulata",NA,NA,NA,NA,NA,NA
"Pupalia lappacea",NA,NA,NA,NA,NA,NA
"Pyrenacantha macrocarpa",NA,NA,NA,NA,NA,NA
"Ranunculus sericeus",NA,NA,NA,NA,NA,NA
"Raphanus raphanistrum","Raphanus raphanistrum  subsp. raphanistrum_Raphanus raphanistrum  subsp. rostratus","Ann",5,5,28.2944332,""
"Rauvolfia vomitoria",NA,NA,NA,NA,NA,NA
"Reissantia indica",NA,NA,NA,NA,NA,NA
"Rhamphicarpa fistulosa",NA,NA,NA,NA,NA,NA
"Rhynchosia",NA,NA,NA,NA,NA,NA
"Rhynchosia buettneri",NA,NA,NA,NA,NA,NA
"Rhynchosia malacophylla",NA,NA,NA,NA,NA,NA
"Rhynchosia minima",NA,NA,NA,NA,NA,NA
"Rhynchosia nyasica",NA,NA,NA,NA,NA,NA
"Rhynchosia viscosa",NA,NA,NA,NA,NA,NA
"Rhynchosia viscosa breviracemosa",NA,NA,NA,NA,NA,NA
"Rhynchospora corymbosa",NA,NA,NA,NA,NA,NA
"Rhynchospora holoschoenoides",NA,NA,NA,NA,NA,NA
"Rhynchospora marisculus",NA,NA,NA,NA,NA,NA
"Rhynchospora pura",NA,NA,NA,NA,NA,NA
"Richardia brasiliensis",NA,NA,NA,NA,NA,NA
"Richardia scabra",NA,NA,NA,NA,NA,NA
"Ricinodendron heudelotii",NA,NA,NA,NA,NA,NA
"Ricinus communis",NA,NA,NA,NA,NA,NA
"Rinorea welwitschii welwitschii",NA,NA,NA,NA,NA,NA
"Rolandra fruticosa",NA,NA,NA,NA,NA,NA
"Rorippa",NA,NA,NA,NA,NA,NA
"Rotheca violacea",NA,NA,NA,NA,NA,NA
"Rothia hirsuta",NA,NA,NA,NA,NA,NA
"Rothmannia longiflora",NA,NA,NA,NA,NA,NA
"Rothmannia munsae megalostigma",NA,NA,NA,NA,NA,NA
"Rottboellia cochinchinensis",NA,NA,NA,NA,NA,NA
"Rourea coccinea",NA,NA,NA,NA,NA,NA
"Rubus",NA,NA,NA,NA,NA,NA
"Rubus alceifolius",NA,NA,NA,NA,NA,NA
"Rubus apetalus",NA,NA,NA,NA,NA,NA
"Rubus fraxinifolius",NA,NA,NA,NA,NA,NA
"Rubus rosifolius",NA,NA,NA,NA,NA,NA
"Rubus tonkinensis",NA,NA,NA,NA,NA,NA
"Ruellia blechum",NA,NA,NA,NA,NA,NA
"Ruellia togoensis",NA,NA,NA,NA,NA,NA
"Rugoloa pilosa",NA,NA,NA,NA,NA,NA
"Rumex","Rumex acetosella_Rumex crispus","Herb.perenn",7.5,5.5,21.086891025,"0_1"
"Rumex abyssinicus",NA,NA,NA,NA,NA,NA
"Rumex acetosella angiocarpus","Rumex acetosella","Herb.perenn",8,4,23.25916667,"1"
"Rumex brownii",NA,NA,NA,NA,NA,NA
"Rumex crispus","Rumex crispus","Herb.perenn",7,7,18.91461538,"0"
"Ruthalicia eglandulosa",NA,NA,NA,NA,NA,NA
"Ruthalicia longipes",NA,NA,NA,NA,NA,NA
"Rytigynia canthioides",NA,NA,NA,NA,NA,NA
"Rytigynia umbellulata",NA,NA,NA,NA,NA,NA
"Sabicea calycina",NA,NA,NA,NA,NA,NA
"Sabicea discolor",NA,NA,NA,NA,NA,NA
"Sabicea vogelii",NA,NA,NA,NA,NA,NA
"Saccharum officinarum",NA,NA,NA,NA,NA,NA
"Sacciolepis africana",NA,NA,NA,NA,NA,NA
"Sacciolepis cymbiandra",NA,NA,NA,NA,NA,NA
"Sacciolepis indica",NA,NA,NA,NA,NA,NA
"Sacciolepis striata",NA,NA,NA,NA,NA,NA
"Sagittaria guayanensis",NA,NA,NA,NA,NA,NA
"Salacia nitida",NA,NA,NA,NA,NA,NA
"Salacia pallescens",NA,NA,NA,NA,NA,NA
"Salomonia",NA,NA,NA,NA,NA,NA
"Salvadora persica",NA,NA,NA,NA,NA,NA
"Salvia rosmarinus",NA,NA,NA,NA,NA,NA
"Salvinia",NA,NA,NA,NA,NA,NA
"Salvinia auriculata",NA,NA,NA,NA,NA,NA
"Salvinia nymphellula",NA,NA,NA,NA,NA,NA
"Samanea saman",NA,NA,NA,NA,NA,NA
"Sauvagesia erecta",NA,NA,NA,NA,NA,NA
"Scadoxus multiflorus",NA,NA,NA,NA,NA,NA
"Scepocarpus keayi",NA,NA,NA,NA,NA,NA
"Schinus terebinthifolia",NA,NA,NA,NA,NA,NA
"Schizachyrium",NA,NA,NA,NA,NA,NA
"Schizachyrium exile",NA,NA,NA,NA,NA,NA
"Schizachyrium platyphyllum",NA,NA,NA,NA,NA,NA
"Schoenoplectiella mucronata",NA,NA,NA,NA,NA,NA
"Schoenoplectiella senegalensis",NA,NA,NA,NA,NA,NA
"Schwenckia americana",NA,NA,NA,NA,NA,NA
"Scleria boivinii",NA,NA,NA,NA,NA,NA
"Scleria cyperina",NA,NA,NA,NA,NA,NA
"Scleria depressa",NA,NA,NA,NA,NA,NA
"Scleria gaertneri",NA,NA,NA,NA,NA,NA
"Scleria pergracilis",NA,NA,NA,NA,NA,NA
"Scleromitrion diffusum",NA,NA,NA,NA,NA,NA
"Scleromitrion tenelliflorum",NA,NA,NA,NA,NA,NA
"Scoparia dulcis",NA,NA,NA,NA,NA,NA
"Secamone afzelii",NA,NA,NA,NA,NA,NA
"Secamone punctulata",NA,NA,NA,NA,NA,NA
"Sechium edule",NA,NA,NA,NA,NA,NA
"Securidaca longepedunculata",NA,NA,NA,NA,NA,NA
"Senegalia pentagona",NA,NA,NA,NA,NA,NA
"Senna",NA,NA,NA,NA,NA,NA
"Senna alata",NA,NA,NA,NA,NA,NA
"Senna hirsuta",NA,NA,NA,NA,NA,NA
"Senna obtusifolia",NA,NA,NA,NA,NA,NA
"Senna occidentalis",NA,NA,NA,NA,NA,NA
"Senna siamea",NA,NA,NA,NA,NA,NA
"Senna tora",NA,NA,NA,NA,NA,NA
"Sesamum indicum",NA,NA,NA,NA,NA,NA
"Sesamum radiatum",NA,NA,NA,NA,NA,NA
"Sesamum sesamoides",NA,NA,NA,NA,NA,NA
"Sesbania",NA,NA,NA,NA,NA,NA
"Sesbania bispinosa",NA,NA,NA,NA,NA,NA
"Sesbania cannabina",NA,NA,NA,NA,NA,NA
"Sesbania herbacea",NA,NA,NA,NA,NA,NA
"Sesbania microphylla",NA,NA,NA,NA,NA,NA
"Sesbania pachycarpa",NA,NA,NA,NA,NA,NA
"Sesbania rostrata",NA,NA,NA,NA,NA,NA
"Sesbania sericea",NA,NA,NA,NA,NA,NA
"Sesbania sesban",NA,NA,NA,NA,NA,NA
"Sesbania sesban punctata",NA,NA,NA,NA,NA,NA
"Sesbania sudanica",NA,NA,NA,NA,NA,NA
"Sesuvium portulacastrum",NA,NA,NA,NA,NA,NA
"Setaria","Setaria pumila_Setaria verticillata_Setaria viridis","Ann",5.66666666666667,6.66666666666667,25.21936508,""
"Setaria barbata",NA,NA,NA,NA,NA,NA
"Setaria geminata",NA,NA,NA,NA,NA,NA
"Setaria longiseta",NA,NA,NA,NA,NA,NA
"Setaria megaphylla",NA,NA,NA,NA,NA,NA
"Setaria palmifolia",NA,NA,NA,NA,NA,NA
"Setaria pumila","Setaria pumila","Ann",6,7,24.99142857,""
"Setaria sphacelata",NA,NA,NA,NA,NA,NA
"Setaria verticillata","Setaria verticillata","Ann",6,7,26.94666667,""
"Setaria viridis","Setaria viridis","Ann",5,6,23.72,""
"Sicyos angulatus",NA,NA,NA,NA,NA,NA
"Sida",NA,NA,NA,NA,NA,NA
"Sida acuta",NA,NA,NA,NA,NA,NA
"Sida alba",NA,NA,NA,NA,NA,NA
"Sida alnifolia",NA,NA,NA,NA,NA,NA
"Sida cordata",NA,NA,NA,NA,NA,NA
"Sida cordifolia",NA,NA,NA,NA,NA,NA
"Sida glabra",NA,NA,NA,NA,NA,NA
"Sida glutinosa",NA,NA,NA,NA,NA,NA
"Sida hyssopifolia",NA,NA,NA,NA,NA,NA
"Sida linifolia",NA,NA,NA,NA,NA,NA
"Sida ovata",NA,NA,NA,NA,NA,NA
"Sida rhombifolia",NA,NA,NA,NA,NA,NA
"Sida spinosa",NA,NA,NA,NA,NA,NA
"Sida ulmifolia",NA,NA,NA,NA,NA,NA
"Sida urens",NA,NA,NA,NA,NA,NA
"Sieruela coeruleorosea",NA,NA,NA,NA,NA,NA
"Sieruela hirta",NA,NA,NA,NA,NA,NA
"Sieruela monophylla",NA,NA,NA,NA,NA,NA
"Sieruela rutidosperma",NA,NA,NA,NA,NA,NA
"Sigesbeckia orientalis",NA,NA,NA,NA,NA,NA
"Siphonochilus aethiopicus",NA,NA,NA,NA,NA,NA
"Sisyrinchium micranthum",NA,NA,NA,NA,NA,NA
"Smilax",NA,NA,NA,NA,NA,NA
"Smilax anceps",NA,NA,NA,NA,NA,NA
"Solanum","Solanum americanum","Ann",6,6,26.09666667,""
"Solanum americanum","Solanum americanum","Ann",6,6,26.09666667,""
"Solanum anguivi",NA,NA,NA,NA,NA,NA
"Solanum cerasiferum",NA,NA,NA,NA,NA,NA
"Solanum donianum",NA,NA,NA,NA,NA,NA
"Solanum erianthum",NA,NA,NA,NA,NA,NA
"Solanum lycopersicum",NA,NA,NA,NA,NA,NA
"Solanum mauritianum",NA,NA,NA,NA,NA,NA
